director,film,actor,gender,space,role
Agnes Varda,Faces Places,Patricia Mercier,f,0.0002,Self
Agnes Varda,Faces Places,Abde Slam Ould-Ja,m,0.0002,Self
Agnes Varda,Faces Places,Mamie J.R.,f,0.0002,Self
Agnes Varda,Faces Places,Nathalie Maurouard,f,0.0002,Self
Agnes Varda,Faces Places,Christophe Maurouard,m,0.0002,Self
Agnes Varda,Faces Places,Sophie Riou,f,0.0002,Self
Agnes Varda,Faces Places,Denis Riou,m,0.0002,Self
Agnes Varda,Faces Places,Morgane Riou,f,0.0002,Self
Agnes Varda,Faces Places,David Riou,m,0.0002,Self
Agnes Varda,Faces Places,Robert Alexander,m,0.0002,Self
Agnes Varda,Faces Places,Hervé Agostini,m,0.0002,Self
Agnes Varda,Faces Places,Jimmy Andéani,m,0.0002,Self
Agnes Varda,Faces Places,Emile Assier,f,0.0002,Self
Agnes Varda,Faces Places,Jean-Yves Beauchamps,m,0.0002,Self
Agnes Varda,Faces Places,Ali Benkacher,f,0.0002,Self
Agnes Varda,Faces Places,Jean-Pierre Boittout,m,0.0002,Self
Agnes Varda,Faces Places,Daniéle Bosson,f,0.0002,Self
Agnes Varda,Faces Places,Pascal Boulanger,m,0.0002,Self
Agnes Varda,Faces Places,Jean-Claude Duval,m,0.0002,Self
Agnes Varda,Faces Places,Claude Ferchal,m,0.0002,Self
Agnes Varda,Faces Places,Delphine Figuére,f,0.0002,Self
Agnes Varda,Faces Places,Rêmy Gils,m,0.0002,Self
Agnes Varda,Faces Places,Lola Karsenti-Schleehauf,f,0.0002,Self
Agnes Varda,Faces Places,Paul Karsenti-Schleehauf,m,0.0002,Self
Agnes Varda,Faces Places,Christophe Latil,m,0.0002,Self
Agnes Varda,Faces Places,Lucien Morard,m,0.0002,Self
Agnes Varda,Faces Places,Amandine Salman,f,0.0002,Self
Agnes Varda,Faces Places,Daniel Vos,m,0.0002,Self
Agnes Varda,Faces Places,Jean-Luc Godard,m,0.0002,Self
Agnes Varda,Faces Places,Anna Karina,f,0.0002,Self
Agnes Varda,Faces Places,Laurent Levesque,m,0.0002,Lettre 'O'
Agnes Varda,"Ydessa, the Bears and etc.",Ydessa Hendeles,f,0.0002,Self
Agnes Varda,Vagabond,Sandrine Bonnaire,f,0.0002,"Mona Bergeron, sans toit ni loi"
Agnes Varda,Vagabond,Setti Ramdane,m,0.0002,Le marocain qui la trouve
Agnes Varda,Vagabond,Francis Balchère,m,0.0002,Un gendarme
Agnes Varda,Vagabond,Jean-Louis Perletti,m,0.0002,Un autre
Agnes Varda,Vagabond,Urbain Causse,m,0.0002,Un paysan interrogé
Agnes Varda,Vagabond,Christophe Alcazar,m,0.0002,"Un autre, brûleur de fossé"
Agnes Varda,Vagabond,Dominique Durand,f,0.0002,Le premier motard
Agnes Varda,Vagabond,Joël Fosse,m,0.0002,"L'autre, Paulo, amant de Yolande"
Agnes Varda,Vagabond,Patrick Schmit,m,0.0002,Le camionneur
Agnes Varda,Vagabond,Daniel Bos,m,0.0002,Le démolisseur
Agnes Varda,Vagabond,Katy Champaud,f,0.0002,La jeune fille à la pompe
Agnes Varda,Vagabond,Raymond Roulle,m,0.0002,Le vieux aux allumettes
Agnes Varda,Vagabond,Henri Fridlani,m,0.0002,Le fossoyeur
Agnes Varda,Vagabond,Patrick Sokol,m,0.0002,Le jeune homme au sandwich
Agnes Varda,Vagabond,Pierre Imbert,m,0.0002,Le garagiste
Agnes Varda,Vagabond,Richard Imbert,m,0.0002,Son fils
Agnes Varda,Vagabond,Marthe Jarnias,f,0.0002,La vieille Tante Lydie
Agnes Varda,Vagabond,Yolande Moreau,f,0.0002,"Yolande, sa bonne"
Agnes Varda,Vagabond,Gabriel Mariani,m,0.0002,Son oncle Aimé B.I.O.N.N.E.T.
Agnes Varda,Vagabond,Patrick Lepcynski,m,0.0002,"David, le juif errant"
Agnes Varda,Vagabond,Sylvain,f,0.0002,Les bergers
Agnes Varda,Vagabond,Sabine,f,0.0002,Les bergers
Agnes Varda,Vagabond,Michèle Doumèche,f,0.0002,La p... sur la route
Agnes Varda,Vagabond,Pierette Soler,f,0.0002,La dame qui parle à son mari
Agnes Varda,Vagabond,Macha Méril,f,0.0002,La platanologue Mme Landier
Agnes Varda,Vagabond,Pierre Emonnot,m,0.0002,Le régisseur pas content
Agnes Varda,Vagabond,Stéphane Freiss,m,0.0002,"Jean-Pierre, ingéneur agronome"
Agnes Varda,Vagabond,Laurence Cortadellas,f,0.0002,Sa femme Eliane
Agnes Varda,Vagabond,Emmanuel Protopopoff,m,0.0002,Le routard donneur-de-sang
Agnes Varda,Vagabond,Vincent Sanchez,m,0.0002,L'infirmier
Agnes Varda,Vagabond,'Garibaldi' Fernández,m,0.0002,Le maçon au bonnet rond
Agnes Varda,Vagabond,Michel Constantial,m,0.0002,Le régisseur des caisses
Agnes Varda,Vagabond,Alain Roussel,m,0.0002,"L'homme-des-bois, violent"
Agnes Varda,Vagabond,Yahiaoui Assouna,m,0.0002,"Assoun, tailleur de vignes"
Agnes Varda,Vagabond,Aimée Chisci,f,0.0002,La régisseur du mas
Agnes Varda,Vagabond,Marguerite Chisci,f,0.0002,Sa femme a la télé et à la lessive
Agnes Varda,Vagabond,Geneviève Bonfils,f,0.0002,La voyageuse méfiante
Agnes Varda,Vagabond,Christian Chessa,m,0.0002,"Le Zonard-Mac, à la gare"
Agnes Varda,Vagabond,Setina Arhab,f,0.0002,La zonarde
Agnes Varda,Vagabond,Jacques Berthier,m,0.0002,Le petit monsieur bien-mis
Agnes Varda,Vagabond,Oliver Jongerlynck,m,0.0002,Le racketeur au photomaton
Agnes Varda,Vagabond,Rémi Leboucq,m,0.0002,Le client racketé
Agnes Varda,Vagabond,Jean Dambrin,m,0.0002,Le trichlomane
Agnes Varda,Vagabond,Bébert Samcir,m,0.0002,Le joueur d'harmonica
Agnes Varda,Elsa la rose,Louis Aragon,m,0.0002,Self
Agnes Varda,Elsa la rose,Michel Piccoli,m,0.0002,Récitant / Narrator
Agnes Varda,Elsa la rose,Elsa Triolet,f,0.0002,Self
Agnes Varda,"You've Got Beautiful Stairs, You Know",Isabelle Adjani,f,0.0002,Isabelle
Agnes Varda,"You've Got Beautiful Stairs, You Know",Agnès Varda,f,0.0002,Récitante / Narrator
Agnes Varda,"7rm., kitch., bath., ... for sale",Hervé Mangani,m,0.0002,Le père
Agnes Varda,"7rm., kitch., bath., ... for sale",Louis Bec,m,0.0002,Le père
Agnes Varda,"7rm., kitch., bath., ... for sale",Saskia Cohen Tanugi,f,0.0002,La mère
Agnes Varda,"7rm., kitch., bath., ... for sale",Colette Bonnet,f,0.0002,La mère
Agnes Varda,"7rm., kitch., bath., ... for sale",Pierre Esposito,m,0.0002,Le fils aîné
Agnes Varda,"7rm., kitch., bath., ... for sale",Catherine De Barbeyrac,f,0.0002,La fille aînée
Agnes Varda,"7rm., kitch., bath., ... for sale",Folco Chevalier,m,0.0002,L'amoureux
Agnes Varda,"7rm., kitch., bath., ... for sale",Michèle Nespoulet,f,0.0002,La bonne servante
Agnes Varda,"7rm., kitch., bath., ... for sale",Yolande Moreau,f,0.0002,La servante belge
Agnes Varda,"7rm., kitch., bath., ... for sale",Marthe Jarnias,f,0.0002,La vieille dame sous les plumes
Agnes Varda,Daguerréotypes,Lucien Bossym,m,0.0002,Self
Agnes Varda,Daguerréotypes,Leance Debrossian,m,0.0002,Self
Agnes Varda,Daguerréotypes,Marcelle Debrossian,f,0.0002,Self
Agnes Varda,Daguerréotypes,Jean Guillard,m,0.0002,Self
Agnes Varda,Daguerréotypes,Thibaud Jean,m,0.0002,Self
Agnes Varda,Daguerréotypes,Boukraa Mustapha,m,0.0002,Self
Agnes Varda,Daguerréotypes,Henri Piednoir,m,0.0002,Self
Agnes Varda,Daguerréotypes,Maria Piednoir,f,0.0002,Self
Agnes Varda,Daguerréotypes,Rosalie Varda,f,0.0002,Self
Agnes Varda,Le Bonheur,Jean-Claude Drouot,m,0.0002,François Chevalier
Agnes Varda,Le Bonheur,Marie-France Boyer,f,0.0002,Émilie Savignard
Agnes Varda,Le Bonheur,Marcelle Faure-Bertin,f,0.0002,
Agnes Varda,Le Bonheur,Manon Lanclos,f,0.0002,
Agnes Varda,Le Bonheur,Sylvia Saurel,f,0.0002,
Agnes Varda,Le Bonheur,Marc Eyraud,m,0.0002,J. Forestier - le frère de François
Agnes Varda,Le Bonheur,Christian Riehl,m,0.0002,
