director,film,actor,gender,space,role
Lina Wertmüller,"Ciao, Professore!",Ilaria Troncone,f,0.0002,Flora
Lina Wertmüller,"Ciao, Professore!",Mario Bianco,m,0.0002,Nicola
Lina Wertmüller,"Ciao, Professore!",Alessandra Detora,f,0.0002,Angeluccia
Lina Wertmüller,"Ciao, Professore!",Antonio Scotto di Frega,m,0.0002,Mimmuccio
Lina Wertmüller,"Ciao, Professore!",Ciro Esposito,m,0.0002,Raffaele
Lina Wertmüller,"Ciao, Professore!",Dario Esposito,m,0.0002,Gennarino
Lina Wertmüller,"Ciao, Professore!",Adriano Pantaleo,m,0.0002,Vincenzino
Lina Wertmüller,"Ciao, Professore!",Ivano Salazaro,m,0.0002,Giovanni
Lina Wertmüller,"Ciao, Professore!",Marco Troncone,m,0.0002,Giustino
Lina Wertmüller,"Ciao, Professore!",Pietro Bertone,m,0.0002,Dr. Nicolella
Lina Wertmüller,Francesca and Nunziata,Sophia Loren,f,0.0002,Francesca Montorsi
Lina Wertmüller,Francesca and Nunziata,Giancarlo Giannini,m,0.0002,Giordano Montorsi
Lina Wertmüller,Francesca and Nunziata,Claudia Gerini,f,0.0002,Nunziata
Lina Wertmüller,Francesca and Nunziata,Raoul Bova,m,0.0002,Federico Montorsi
Lina Wertmüller,Francesca and Nunziata,Carmen Femiano,f,0.0002,Mariuccia
Lina Wertmüller,Francesca and Nunziata,Domenico Orsini,m,0.0002,Enrico
Lina Wertmüller,Francesca and Nunziata,Vanessa Sabet,f,0.0002,Paolina
Lina Wertmüller,Francesca and Nunziata,Moira Grassi,f,0.0002,Gelsomina
Lina Wertmüller,Francesca and Nunziata,Luciano De Crescenzo,m,0.0002,Don Giacomo Ruotolo
Lina Wertmüller,Francesca and Nunziata,Armando Pugliese,m,0.0002,Cardinal Montorsi
Lina Wertmüller,Francesca and Nunziata,Massimo Wertmüller,m,0.0002,Angelo Limieri
Lina Wertmüller,Francesca and Nunziata,Enzo Cannavale,m,0.0002,
Lina Wertmüller,Francesca and Nunziata,Paolo De Giorgio,m,0.0002,Giorgio Carillo
Lina Wertmüller,Francesca and Nunziata,Maria Zulima Job,f,0.0002,Nunziata in childhood
Lina Wertmüller,Francesca and Nunziata,Lola Pagnani,f,0.0002,
Lina Wertmüller,Swept Away,Giancarlo Giannini,m,0.0002,Gennarino Carunchio
Lina Wertmüller,Swept Away,Mariangela Melato,f,0.0002,Raffaella Pavone Lanzetti
Lina Wertmüller,Swept Away,Riccardo Salvino,m,0.0002,Signor Pavone Lanzetti
Lina Wertmüller,Swept Away,Isa Danieli,f,0.0002,Anna
Lina Wertmüller,Swept Away,Aldo Puglisi,m,0.0002,Pippo
Lina Wertmüller,Swept Away,Anna Melita,f,0.0002,
Lina Wertmüller,Swept Away,Giuseppe Durini,m,0.0002,
Lina Wertmüller,Swept Away,Lucrezia De Domizio,f,0.0002,
Lina Wertmüller,Swept Away,Luis Suárez,m,0.0002,
Lina Wertmüller,Swept Away,Vittorio Fanfoni,m,0.0002,
Lina Wertmüller,Swept Away,Lorenzo Piani,m,0.0002,
Lina Wertmüller,Swept Away,Eros Pagni,m,0.0002,Ospite comunista
Lina Wertmüller,L'encyclopédie audio-visuelle,Birgit Bofarull,f,0.0002,Felice
Lina Wertmüller,L'encyclopédie audio-visuelle,Jacques Bonnaffé,m,0.0002,Narrateur
Lina Wertmüller,L'encyclopédie audio-visuelle,Peter Lucas,m,0.0002,Kafka
Lina Wertmüller,L'encyclopédie audio-visuelle,Barbara M. Messner,f,0.0002,Crazy
Lina Wertmüller,L'encyclopédie audio-visuelle,Germain Pengel,m,0.0002,Orphan child / ...
Lina Wertmüller,L'encyclopédie audio-visuelle,Yannick Pengel,m,0.0002,Orphan child
Lina Wertmüller,L'encyclopédie audio-visuelle,Bert Sevenhuijsen,m,0.0002,Charles Darwin
Lina Wertmüller,L'encyclopédie audio-visuelle,Pierre Arditi,m,0.0002,Narrator / ...
Lina Wertmüller,L'encyclopédie audio-visuelle,Sabine Azéma,f,0.0002,Narrator / ...
Lina Wertmüller,L'encyclopédie audio-visuelle,Philippe Baudouin,m,0.0002,
Lina Wertmüller,L'encyclopédie audio-visuelle,Betty Comden,f,0.0002,
Lina Wertmüller,L'encyclopédie audio-visuelle,Thibault Damour,m,0.0002,Self
Lina Wertmüller,L'encyclopédie audio-visuelle,Adolph Green,m,0.0002,
Lina Wertmüller,L'encyclopédie audio-visuelle,John Guare,m,0.0002,
Lina Wertmüller,L'encyclopédie audio-visuelle,Edward Jablonski,m,0.0002,
Lina Wertmüller,L'encyclopédie audio-visuelle,John Kander,m,0.0002,
Lina Wertmüller,L'encyclopédie audio-visuelle,David Merman,m,0.0002,Self
Lina Wertmüller,L'encyclopédie audio-visuelle,Richard Price,m,0.0002,Self
Lina Wertmüller,L'encyclopédie audio-visuelle,Martin Scorsese,m,0.0002,Self
Lina Wertmüller,L'encyclopédie audio-visuelle,Bertrand Tavernier,m,0.0002,
Lina Wertmüller,L'encyclopédie audio-visuelle,Kip Thorne,m,0.0002,Self
Lina Wertmüller,L'encyclopédie audio-visuelle,Lambert Wilson,m,0.0002,Narrator / ...
Lina Wertmüller,L'encyclopédie audio-visuelle,Alicia Zizzo,f,0.0002,
Lina Wertmüller,L'encyclopédie audio-visuelle,Henk Brugge,m,0.0002,Surgeon
Lina Wertmüller,Ferdinando e Carolina,Sergio Assisi,m,0.0002,Ferdinando I Borbone
Lina Wertmüller,Ferdinando e Carolina,Gabriella Pession,f,0.0002,Maria Carolina d'Asburgo
Lina Wertmüller,Ferdinando e Carolina,Nicole Grimaudo,f,0.0002,Princess of Medina
Lina Wertmüller,Ferdinando e Carolina,Adriano Pantaleo,m,0.0002,Ferdinando I Borbone
Lina Wertmüller,Ferdinando e Carolina,Lola Pagnani,f,0.0002,Sara Goudar
Lina Wertmüller,Ferdinando e Carolina,Carlo Caprioli,m,0.0002,Emperor Giuseppe d'Asburgo
Lina Wertmüller,Ferdinando e Carolina,Moira Grassi,f,0.0002,Countess S. Marco
Lina Wertmüller,Ferdinando e Carolina,Vanessa Sabet,f,0.0002,Maria Giuseppa
Lina Wertmüller,Ferdinando e Carolina,Matt Patresi,m,0.0002,Angelo Goudar
Lina Wertmüller,Ferdinando e Carolina,Yari Gugliucci,m,0.0002,Gennarino Rivelli
Lina Wertmüller,Ferdinando e Carolina,Lucilla Vacondìo,f,0.0002,Lady Stratfordshire
Lina Wertmüller,Ferdinando e Carolina,Elena Presti,f,0.0002,Princess of Floridia
Lina Wertmüller,Ferdinando e Carolina,Paolo De Giorgio,m,0.0002,Principe di Caramanico
Lina Wertmüller,Ferdinando e Carolina,Giuseppe Bottiglieri,m,0.0002,Giacomo Goudar
Lina Wertmüller,Ferdinando e Carolina,Giuliano Amatucci,m,0.0002,Fedele
Lina Wertmüller,Ferdinando e Carolina,Maria Zulima Job,f,0.0002,Maria Carolina d'Asburgo
Lina Wertmüller,Ferdinando e Carolina,Lea Gramsdorff,f,0.0002,Maria Amalia di Sassonia
Lina Wertmüller,Ferdinando e Carolina,Mario Scaccia,m,0.0002,Ferdinando I Borbone
Lina Wertmüller,Ferdinando e Carolina,Isa Danieli,f,0.0002,Fravulella
Lina Wertmüller,Ferdinando e Carolina,Silvana De Santis,f,0.0002,Maria Teresa d'Asburgo
Lina Wertmüller,Ferdinando e Carolina,Elio Pandolfi,m,0.0002,Father Giuliani
Lina Wertmüller,Ferdinando e Carolina,Leonardo Benvenuti,m,0.0002,Tanucci
Lina Wertmüller,Ferdinando e Carolina,Armando Pugliese,m,0.0002,Prince of San Severo
Lina Wertmüller,Ferdinando e Carolina,Gianni Bonagura,m,0.0002,Austrian Ambassador
Lina Wertmüller,Ferdinando e Carolina,Giuliana Gargiulo,f,0.0002,Sister Maria Crocifissa
Lina Wertmüller,Ferdinando e Carolina,Pelos La Capria,m,0.0002,Don Raffaele
Lina Wertmüller,Ferdinando e Carolina,Gerardo Gargiulo,m,0.0002,King Carlo
Lina Wertmüller,Ferdinando e Carolina,Cristina Casale,f,0.0002,Dama
Lina Wertmüller,Ferdinando e Carolina,Giovanni Gabrielli,m,0.0002,Country Kid
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Ugo Tognazzi,m,0.0002,On. Vincenzo De Andreiis
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Piera Degli Esposti,f,0.0002,Maria Theresa De Andreiis
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Gastone Moschin,m,0.0002,Ministro degli interni
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Roberto Herlitzka,m,0.0002,"Dr. Crisafulli, segretario"
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Renzo Montagnani,m,0.0002,Capitano Pautasso della DIGOS
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Enzo Jannacci,m,0.0002,"Gigi Pedrinelli, brigatista"
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Valeria Golino,f,0.0002,Adalgisa De Andreiis
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Massimo Wertmüller,m,0.0002,Beniamino
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Pina Cei,f,0.0002,Donna Sofia
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Livia Cerini,f,0.0002,Zia Liliana
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Gianfranco Mari,m,0.0002,Domestico di casa De Andreiis
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Antonella D'Agostino,f,0.0002,"Donna Graziella, moglie del ministro"
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Sergio Solli,m,0.0002,Brigadiere
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Rodolfo Laganà,m,0.0002,Diotaiuti
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Massimo Balbi,m,0.0002,Sperindio
Lina Wertmüller,"A Joke of Destiny, Lying in Wait Around the Corner Like a Bandit",Pier Luigi Misasi,m,0.0002,Autista
Lina Wertmüller,The Nymph,Stefania Sandrelli,f,0.0002,Nunziata / Wife
Lina Wertmüller,The Nymph,Raoul Bova,m,0.0002,Pietro / Miluzza's boyfriend
Lina Wertmüller,The Nymph,Lucia Cara,f,0.0002,Miluzza / Daughter
Lina Wertmüller,The Nymph,Lorenzo Crespi,m,0.0002,
Lina Wertmüller,The Nymph,Ennio Coltorti,m,0.0002,Gioacchino / Husband
Lina Wertmüller,The Nymph,Giuditta Del Vecchio,f,0.0002,
Lina Wertmüller,The Nymph,Pepe Da Rosa,m,0.0002,Don Peppe
Lina Wertmüller,The Nymph,Rino Marcelli,m,0.0002,Nonno Rafele
Lina Wertmüller,The Nymph,Massimo Bellinzoni,m,0.0002,
Lina Wertmüller,The Nymph,Luisa Amatucci,f,0.0002,
Lina Wertmüller,The Nymph,Isa Danieli,f,0.0002,Gesummina
Lina Wertmüller,The Nymph,Paolo De Giorgio,m,0.0002,
Lina Wertmüller,The Nymph,Domenico Orsini,m,0.0002,Boy
Lina Wertmüller,The Nymph,Lola Pagnani,f,0.0002,
Lina Wertmüller,The Nymph,Simona Patitucci,f,0.0002,Rosanella / margherita
Lina Wertmüller,The Nymph,Francesca Rettondini,f,0.0002,Donna Pentita
Lina Wertmüller,Up to Date,Rutger Hauer,m,0.0002,John Knott
Lina Wertmüller,Up to Date,Nastassja Kinski,f,0.0002,Joëlle Lavoisier
Lina Wertmüller,Up to Date,Lorraine Bracco,f,0.0002,Sheila
Lina Wertmüller,Up to Date,Peter O'Toole,m,0.0002,Prof. Yan McShoul
Lina Wertmüller,Up to Date,Massimo Wertmüller,m,0.0002,Max
Lina Wertmüller,Up to Date,George Eastman,m,0.0002,Zaccarias
Lina Wertmüller,Up to Date,Dominique Sanda,f,0.0002,Carol
Lina Wertmüller,Up to Date,Faye Dunaway,f,0.0002,Mrs. Colber
Lina Wertmüller,Up to Date,Lydia Lundry,f,0.0002,
Lina Wertmüller,The Basilisks,Antonio Petruzzi,m,0.0002,Antonio
Lina Wertmüller,The Basilisks,Stefano Satta Flores,m,0.0002,Francesco
Lina Wertmüller,The Basilisks,Sergio Ferranino,m,0.0002,Sergio
Lina Wertmüller,The Basilisks,Luigi Barbieri,m,0.0002,Antonio's father
Lina Wertmüller,The Basilisks,Flora Carabella,f,0.0002,Luciana Bonfanti
Lina Wertmüller,The Basilisks,Mimma Quirico,f,0.0002,Aunt Maria
Lina Wertmüller,The Basilisks,Enzo Di Vecchia,m,0.0002,Friend
Lina Wertmüller,The Basilisks,Rosetta Palumbo,f,0.0002,Rosetta
Lina Wertmüller,The Basilisks,Rosanna Santoro,f,0.0002,Anna
Lina Wertmüller,The Basilisks,Manlio Blois,m,0.0002,Nicolino
Lina Wertmüller,The Basilisks,Marisa Omodei,f,0.0002,Cicci D'Andrea
Lina Wertmüller,Rita the Mosquito,Rita Pavone,f,0.0002,Rita
Lina Wertmüller,Rita the Mosquito,Giancarlo Giannini,m,0.0002,Paolo Randi
Lina Wertmüller,Rita the Mosquito,Peppino De Filippo,m,0.0002,Carmelo Pappagone
Lina Wertmüller,Rita the Mosquito,Nino Taranto,m,0.0002,Director of education
Lina Wertmüller,Rita the Mosquito,Bice Valori,f,0.0002,"Luigina, the school director"
Lina Wertmüller,Rita the Mosquito,Turi Ferro,m,0.0002,Sicilian professor
Lina Wertmüller,Rita the Mosquito,Milena Vukotic,f,0.0002,Dance instructor
Lina Wertmüller,Rita the Mosquito,Giusi Raspani Dandolo,f,0.0002,Catherine Spaak
Lina Wertmüller,Rita the Mosquito,Laura Efrikian,f,0.0002,Lili
Lina Wertmüller,Rita the Mosquito,Mirella Pamphili,f,0.0002,Mrs. Bonfanti
Lina Wertmüller,Rita the Mosquito,Vittorio Congia,m,0.0002,Ciccio
Lina Wertmüller,Rita the Mosquito,Ugo Fangareggi,m,0.0002,Wolfgang
Lina Wertmüller,Rita the Mosquito,Paolo Panelli,m,0.0002,Peppino
Lina Wertmüller,Rita the Mosquito,Gino Bramieri,m,0.0002,A drunkard
Lina Wertmüller,Rita the Mosquito,Sergio Ferranino,m,0.0002,Paolo's friend
Lina Wertmüller,Rita the Mosquito,Teddy Reno,m,0.0002,Self
Lina Wertmüller,Rita the Mosquito,Silvia Dionisio,f,0.0002,Collettina
Lina Wertmüller,Rita the Mosquito,Marina Marfoglia,f,0.0002,School girl
Lina Wertmüller,Rita the Mosquito,Ileana Rigano,f,0.0002,Dancing girl
Lina Wertmüller,Rita the Mosquito,Rosella Spinelli,f,0.0002,Marisa
Lina Wertmüller,Rita the Mosquito,Tanya Lopert,f,0.0002,Lida
Lina Wertmüller,Sotto... sotto,Enrico Montesano,m,0.0002,Oscar
Lina Wertmüller,Sotto... sotto,Veronica Lario,f,0.0002,Ester
Lina Wertmüller,Sotto... sotto,Luisa De Santis,f,0.0002,Adele
Lina Wertmüller,Sotto... sotto,Mario Scarpetta,m,0.0002,Amilcare
Lina Wertmüller,Sotto... sotto,Massimo Wertmüller,m,0.0002,Ginetto
Lina Wertmüller,Sotto... sotto,Alfredo Bianchini,m,0.0002,The Priest
Lina Wertmüller,Sotto... sotto,Sergio Solli,m,0.0002,
Lina Wertmüller,Sotto... sotto,Jole Silvani,f,0.0002,
Lina Wertmüller,Sotto... sotto,Dario Cantarelli,m,0.0002,
Lina Wertmüller,Sotto... sotto,Umberto Zuanelli,m,0.0002,
Lina Wertmüller,Sotto... sotto,Guglielmo Molasso,m,0.0002,
Lina Wertmüller,Sotto... sotto,Antonia Dell'Atte,f,0.0002,Bellissima
Lina Wertmüller,Sotto... sotto,Raffaele Arzilli,m,0.0002,
Lina Wertmüller,Sotto... sotto,Renato D'Amore,m,0.0002,Mario
Lina Wertmüller,Sotto... sotto,Bruno Maccallini,m,0.0002,
Lina Wertmüller,Sotto... sotto,Simone Giannitti,m,0.0002,
Lina Wertmüller,Sotto... sotto,Elena Fabrizi,f,0.0002,Sora Ines
Lina Wertmüller,Sotto... sotto,Isa Danieli,f,0.0002,Rosa
Lina Wertmüller,Sotto... sotto,Dialta Acton,f,0.0002,
Lina Wertmüller,Sotto... sotto,Denise Du Chene De Vere,f,0.0002,
Lina Wertmüller,Sotto... sotto,Lydia Lundry,f,0.0002,
Lina Wertmüller,Sotto... sotto,Patrizia Loreti,f,0.0002,
Lina Wertmüller,Sotto... sotto,Giuseppe Cederna,m,0.0002,
Lina Wertmüller,Sotto... sotto,Sabato Martelli Castaldi,m,0.0002,
Lina Wertmüller,Sotto... sotto,Janet Francis,f,0.0002,
Lina Wertmüller,Sotto... sotto,Tracy Freeman,f,0.0002,
Lina Wertmüller,Sotto... sotto,Marie Budakova,f,0.0002,
Lois Weber,A Heroine of '76,Lois Weber,f,0.0002,The Tavern Keeper's Daughter
Lois Weber,A Heroine of '76,Phillips Smalley,m,0.0002,The Tavern Keeper
Lois Weber,A Heroine of '76,Gordon Sackville,m,0.0002,George Washington
Lois Weber,An Old Locket,Rupert Julian,m,0.0002,
Lois Weber,An Old Locket,Phillips Smalley,m,0.0002,
Lois Weber,An Old Locket,Lois Weber,f,0.0002,
Lois Weber,A Midnight Romance,Anita Stewart,f,0.0002,Marie
Lois Weber,A Midnight Romance,Jack Holt,m,0.0002,Roger Sloan
Lois Weber,A Midnight Romance,Edwin B. Tilton,m,0.0002,Roger's Father
Lois Weber,A Midnight Romance,Elinor Hancock,f,0.0002,Roger's Mother
Lois Weber,A Midnight Romance,Helen Yoder,f,0.0002,Roger's Sister
Lois Weber,A Midnight Romance,Juanita Hansen,f,0.0002,Blondie Mazie
Lois Weber,A Midnight Romance,Montague Dumond,m,0.0002,Blinkey Deal
Lois Weber,A Fool and His Money,Phillips Smalley,m,0.0002,Sir Phillips Linton - the Matchmaker
Lois Weber,A Fool and His Money,Lois Weber,f,0.0002,Helen Hogg - the Daughter of the House
Lois Weber,A Fool and His Money,Rupert Julian,m,0.0002,Jules Burt - the Upstart
Lois Weber,A Fool and His Money,Ella Hall,f,0.0002,Ella - the Waitress
Lois Weber,A Fool and His Money,Harry C. Browne,m,0.0002,Mr. Hogg - the Millionaire
Lois Weber,A Fool and His Money,Joseph Singleton,m,0.0002,
Lois Weber,Leaves in the Storm,Phillips Smalley,m,0.0002,The Husband
Lois Weber,Leaves in the Storm,Lois Weber,f,0.0002,The Wife
Lois Weber,Leaves in the Storm,Cleo Ridgely,f,0.0002,
Lois Weber,The Spider and Her Web,Lois Weber,f,0.0002,Madame DuBarr
Lois Weber,The Spider and Her Web,Phillips Smalley,m,0.0002,
Lois Weber,The Spider and Her Web,Wallace Reid,m,0.0002,
Lois Weber,The Spider and Her Web,Dorothy Davenport,f,0.0002,
Lois Weber,The Spider and Her Web,Rupert Julian,m,0.0002,
Lois Weber,The Spider and Her Web,William Wolbert,m,0.0002,
Lois Weber,Plain Mary,Lois Weber,f,0.0002,Plain Mary
Lois Weber,Plain Mary,Phillips Smalley,m,0.0002,The Professor
Lois Weber,The Martyr,Lois Weber,f,0.0002,The Wife and Mother
Lois Weber,The Martyr,Phillips Smalley,m,0.0002,The Husband
Lois Weber,Sensation Seekers,Billie Dove,f,0.0002,Luena 'Egypt' Hagen
Lois Weber,Sensation Seekers,Huntley Gordon,m,0.0002,Ray Sturgis
Lois Weber,Sensation Seekers,Raymond Bloomer,m,0.0002,Reverend Lodge
Lois Weber,Sensation Seekers,Peggy Montgomery,f,0.0002,Margaret Todd
Lois Weber,Sensation Seekers,Will Gregory,m,0.0002,Colonel Emory Todd
Lois Weber,Sensation Seekers,Helen Gilmore,f,0.0002,Mrs. Todd
Lois Weber,Sensation Seekers,Edith Murgatroyd,f,0.0002,Mrs. Hagen
Lois Weber,Sensation Seekers,Phillips Smalley,m,0.0002,Mr. Hagen
Lois Weber,Sensation Seekers,Cora Williams,f,0.0002,Mrs. W. Symme
Lois Weber,Sensation Seekers,Sidney Arundel,m,0.0002,Deacon W. Symme
Lois Weber,Sensation Seekers,Blackie Thompson,m,0.0002,Rabbitt Smythe
Lois Weber,Sensation Seekers,Nora Cecil,f,0.0002,Mrs. Lodge
Lois Weber,Sensation Seekers,Frances Dale,f,0.0002,Tottie
Lois Weber,Sensation Seekers,Lillian Lawrence,f,0.0002,Tibbett Sister
Lois Weber,Sensation Seekers,Fanchon Frankel,f,0.0002,Tibbett Sister
Lois Weber,Sensation Seekers,Hazel Howell,f,0.0002,Guest
Lois Weber,Sensation Seekers,Tom Ricketts,m,0.0002,
Lois Weber,Sensation Seekers,Walter Brennan,m,0.0002,Below Deck Yacht Crewman
Lois Weber,Sensation Seekers,Eddie Foster,m,0.0002,Speakeasy Patron
Lois Weber,Faraway Fields,Lois Weber,f,0.0002,The Ambitious Older Sister
Lois Weber,Faraway Fields,Phillips Smalley,m,0.0002,The Shepherd
Lois Weber,Faraway Fields,Cleo Ridgely,f,0.0002,The Younger Sister
Lois Weber,A Modern Fairy Tale,Rupert Julian,m,0.0002,Lord Burleigh - the Country Swain
Lois Weber,A Modern Fairy Tale,Ella Hall,f,0.0002,The Princess
Lois Weber,A Modern Fairy Tale,Phillips Smalley,m,0.0002,
Lois Weber,A Modern Fairy Tale,Theo Carew,m,0.0002,
Lois Weber,The Rock of Riches,Phillips Smalley,m,0.0002,The Rich Bachelor
Lois Weber,The Rock of Riches,Lois Weber,f,0.0002,
Lois Weber,The Greater Love,Lois Weber,f,0.0002,The Invalid Wife
Lois Weber,The Greater Love,Phillips Smalley,m,0.0002,The Devoted Husband
Lois Weber,The Greater Love,Cleo Ridgely,f,0.0002,The Other Woman
Lois Weber,The Wife's Deceit,Rupert Julian,m,0.0002,Mr. Marsh - the Real Estate Agent
Lois Weber,The Wife's Deceit,Lois Weber,f,0.0002,Lois - the Wife
Lois Weber,The Wife's Deceit,Phillips Smalley,m,0.0002,Phil - the Husband
Lois Weber,The Wife's Deceit,Raymond Russell,m,0.0002,The Detective
Lois Weber,Until Death,Phillips Smalley,m,0.0002,First Brother
Lois Weber,Until Death,Lois Weber,f,0.0002,First Brother's Wife
Lois Weber,Until Death,Harry A. Pollard,m,0.0002,Second Brother
Lois Weber,Until Death,Margarita Fischer,f,0.0002,The Indian Girl
Lois Weber,The Thumb Print,Robert Z. Leonard,m,0.0002,Clayton
Lois Weber,The Thumb Print,Margarita Fischer,f,0.0002,Dolores
Lois Weber,The Thumb Print,John Burton,m,0.0002,West
Lois Weber,The Thumb Print,Harry Tenbrook,m,0.0002,Pedro
Lois Weber,The Thumb Print,Murdock MacQuarrie,m,0.0002,The Cook
Lois Weber,His Brand,Phillips Smalley,m,0.0002,The Husband
Lois Weber,His Brand,Lois Weber,f,0.0002,The Wife
Lois Weber,His Brand,Antrim Short,m,0.0002,The Child
Lois Weber,His Brand,Rupert Julian,m,0.0002,The Friend
Lois Weber,His Brand,Lule Warrenton,f,0.0002,The Nurse
Lois Weber,His Brand,William Steele,m,0.0002,The Cowboy
Lois Weber,Under the Spell,Phillips Smalley,m,0.0002,Phil Small
Lois Weber,Under the Spell,Lois Weber,f,0.0002,Lois Small
Lois Weber,Under the Spell,Douglas Gerrard,m,0.0002,Lois's Father
Lois Weber,Under the Spell,Lule Warrenton,f,0.0002,The Housekeeper
Lois Weber,The Dragon's Breath,Phillips Smalley,m,0.0002,Phillip - the Husband
Lois Weber,The Dragon's Breath,Lois Weber,f,0.0002,Lois - the Wife
Lois Weber,Topsy and Eva,Rosetta Duncan,f,0.0002,Topsy
Lois Weber,Topsy and Eva,Vivian Duncan,f,0.0002,Eva
Lois Weber,Topsy and Eva,Gibson Gowland,m,0.0002,Simon Leegree
Lois Weber,Topsy and Eva,Noble Johnson,m,0.0002,Uncle Tom
Lois Weber,Topsy and Eva,Marjorie Daw,f,0.0002,Marietta
Lois Weber,Topsy and Eva,Myrtle Ferguson,f,0.0002,Aunt Ophelia
Lois Weber,Topsy and Eva,Nils Asther,m,0.0002,George Shelby
Lois Weber,Topsy and Eva,Henry Victor,m,0.0002,Augustine St. Claire
Lois Weber,Topsy and Eva,Lionel Belmore,m,0.0002,Undetermined Secondary Role
Lois Weber,Topsy and Eva,Dot Farley,f,0.0002,Undetermined Secondary Role
Lois Weber,Topsy and Eva,Carla Laemmle,f,0.0002,Angel
Lois Weber,Topsy and Eva,Mary Nolan,f,0.0002,Undetermined Secondary Role
Lois Weber,The Pursuit of Hate,Lois Weber,f,0.0002,Diana Grave
Lois Weber,The Pursuit of Hate,Phillips Smalley,m,0.0002,Grave - Diana's Husband
Lois Weber,The Pursuit of Hate,Ella Hall,f,0.0002,The Graves' Daughter
Lois Weber,The Pursuit of Hate,Rupert Julian,m,0.0002,
Lois Weber,The Cap of Destiny,Phillips Smalley,m,0.0002,
Lois Weber,The Cap of Destiny,Lois Weber,f,0.0002,
Lois Weber,The Fallen Angel,Lois Weber,f,0.0002,Helen
Lois Weber,The Fallen Angel,Phillips Smalley,m,0.0002,Phil
Lois Weber,The Fallen Angel,Antrim Short,m,0.0002,Boy
Lois Weber,Captain Courtesy,Dustin Farnum,m,0.0002,Leonardo Davis
Lois Weber,Captain Courtesy,Winifred Kingston,f,0.0002,Eleanor
Lois Weber,Captain Courtesy,Courtenay Foote,m,0.0002,George Granville
Lois Weber,Captain Courtesy,Herbert Standing,m,0.0002,Father Reinaldo
Lois Weber,Captain Courtesy,Jack Hoxie,m,0.0002,Martinez
Lois Weber,Captain Courtesy,Carl von Schiller,m,0.0002,Jocoso
Lois Weber,Captain Courtesy,Winona Brown,f,0.0002,Indian Girl Servant
Lois Weber,The Merchant of Venice,Phillips Smalley,m,0.0002,Shylock
Lois Weber,The Merchant of Venice,Lois Weber,f,0.0002,Portia
Lois Weber,The Merchant of Venice,Douglas Gerrard,m,0.0002,Bassanio
Lois Weber,The Merchant of Venice,Rupert Julian,m,0.0002,Antonio
Lois Weber,The Merchant of Venice,Jeanie Macpherson,f,0.0002,Nerissa
Lois Weber,The Merchant of Venice,Edna Maison,f,0.0002,Jessica
Lois Weber,The Merchant of Venice,Fred L. Wilson,m,0.0002,
Lois Weber,His Sister,Lois Weber,f,0.0002,Lois Halsey
Lois Weber,His Sister,Phillips Smalley,m,0.0002,Phillips Moore - a Minister
Lois Weber,His Sister,Rupert Julian,m,0.0002,George Halsey - Lois's Brother
Lois Weber,Sunshine Molly,Lois Weber,f,0.0002,Sunshine Molly
Lois Weber,Sunshine Molly,Phillips Smalley,m,0.0002,'Bull' Forrest
Lois Weber,Sunshine Molly,Adele Farrington,f,0.0002,Widow Budd
Lois Weber,Sunshine Molly,Margaret Edwards,f,0.0002,Mirra Budd
Lois Weber,Sunshine Molly,Herbert Standing,m,0.0002,Pat O'Brien
Lois Weber,Sunshine Molly,Vera Lewis,f,0.0002,Mrs. O'Brien
Lois Weber,Sunshine Molly,Roberta Hickman,f,0.0002,Patricia O'Brien
Lois Weber,Sunshine Molly,Frank Elliott,m,0.0002,Patricia's Fiance
Lois Weber,Sunshine Molly,Charles Marriott,m,0.0002,Old Pete
Lois Weber,Woman's Burden,Lois Weber,f,0.0002,Peggy
Lois Weber,Woman's Burden,Ella Hall,f,0.0002,Peggy's Sister
Lois Weber,Woman's Burden,Rupert Julian,m,0.0002,
Lois Weber,Woman's Burden,Theo Carew,m,0.0002,
Lois Weber,Woman's Burden,W.C. Browne,m,0.0002,
Lois Weber,Woman's Burden,Lule Warrenton,f,0.0002,
Lois Weber,In the Blood,Phillips Smalley,m,0.0002,The Colonel
